name,event_name,round_type,section_1,section_2,section_3,section_4,section_5,time
Luke Meier-Smith,Leogang,Timed Training 1,36,48,39,164,172,459
Henri Kiefer,Leogang,Timed Training 1,35,107,39,510,279,970
Philip Atwill,Leogang,Timed Training 1,36,94,41,86,35,292
Antoine Vidal,Leogang,Timed Training 1,36,48,39,286,38,447
Matt Walker,Leogang,Timed Training 1,35,47,39,94,36,251
Thomas Estaque,Leogang,Timed Training 1,36,47,39,43,35,200
Luca Shaw,Leogang,Timed Training 1,35,47,38,104,36,260
Taylor Vernon,Leogang,Timed Training 1,35,82,41,136,37,331
Luke Matthew Williamson,Leogang,Timed Training 1,35,48,39,45,36,203
Jakob Jewett,Leogang,Timed Training 1,37,49,39,274,52,451
Austin Dooley,Leogang,Timed Training 1,35,49,39,45,38,206
Greg Minnaar,Leogang,Timed Training 1,70,161,40,50,36,357
Dan Slack,Leogang,Timed Training 1,36,48,41,491,36,652
Matteo Iniguez,Leogang,Timed Training 1,36,103,41,538,39,757
Dylan Levesque,Leogang,Timed Training 1,36,48,41,351,36,512
Jordan Williams,Leogang,Timed Training 1,38,231,41,93,36,439
Tyler Ervin,Leogang,Timed Training 1,35,48,38,44,36,201
Dylan Maples,Leogang,Timed Training 1,36,50,40,44,36,206
Ignacio Felipe Galleguillos Agurto,Leogang,Timed Training 1,57,56,42,45,37,237
Kye A'hern,Leogang,Timed Training 1,102,49,42,605,39,837
Davide Cappello,Leogang,Timed Training 1,36,49,43,647,36,811
Greg Williamson,Leogang,Timed Training 1,97,48,45,109,35,334
Luca Thurlow,Leogang,Timed Training 1,37,50,40,225,37,389
Simon Chapelet,Leogang,Timed Training 1,35,100,40,390,39,604
Antoine Rogge,Leogang,Timed Training 1,36,127,40,440,385,1028
Jamie Edmondson,Leogang,Timed Training 1,36,47,39,43,36,201
Kirk Mcdowall,Leogang,Timed Training 1,37,48,40,732,36,893
Dante Silva,Leogang,Timed Training 1,35,48,38,104,244,469
Baptiste Pierron,Leogang,Timed Training 1,38,137,40,271,270,756
Antoine Pierron,Leogang,Timed Training 1,37,50,40,800,37,964
Joshua Arcus,Leogang,Timed Training 1,37,73,41,83,38,272
Christopher Grice,Leogang,Timed Training 1,35,48,39,111,35,268
Max Hartenstern,Leogang,Timed Training 1,35,48,38,46,36,203
Dom Platt,Leogang,Timed Training 1,36,50,41,185,49,361
Reece Wilson,Leogang,Timed Training 1,35,93,41,206,37,412
Benoit Coulanges,Leogang,Timed Training 1,35,93,40,803,126,1097
Raphael Iniguez,Leogang,Timed Training 1,37,50,39,45,37,208
Roger Vieira,Leogang,Timed Training 1,36,50,42,153,37,318
Jackson Frew,Leogang,Timed Training 1,36,74,41,217,44,412
Mark Wallace,Leogang,Timed Training 1,36,49,39,171,277,572
Wyn Masters,Leogang,Timed Training 1,37,49,40,43,35,204
Simon Maurer,Leogang,Timed Training 1,36,49,39,308,41,473
Noah Hofmann,Leogang,Timed Training 1,37,50,42,142,82,353
Gaëtan Vige,Leogang,Timed Training 1,37,51,41,123,37,289
Juan Fernando Muñoz,Leogang,Timed Training 1,223,50,41,177,37,528
Loïc Martin,Leogang,Timed Training 1,37,49,42,41,36,205
Seth Sherlock,Leogang,Timed Training 1,37,114,41,44,221,457
James Macdermid,Leogang,Timed Training 1,38.188,52.753,41.89099999999999,508.571,37.59699999999998,679
Thibault Laly,Leogang,Timed Training 1,38.97,71.769,39.78299999999999,150.796,36.682000000000016,338
Oliver Zwar,Leogang,Timed Training 1,36.862,671.9010000000001,38.726999999999975,45.346000000000004,64.16399999999999,857
William Pope,Leogang,Timed Training 1,37.113,417.139,40.11700000000002,143.35699999999997,38.274,676
Samuel Blenkinsop,Leogang,Timed Training 1,37.066,49.446,38.559,49.73400000000001,36.19499999999999,211
Ian Guionnet,Leogang,Timed Training 1,36.625,151.292,40.640000000000015,44.64299999999997,37.80000000000001,311
Denis Kohut,Leogang,Timed Training 1,37.722,111.28099999999998,40.01800000000003,43.065,92.91399999999999,325
Hayden Stead,Leogang,Timed Training 1,37.812,526.507,41.579000000000065,204.91599999999994,38.186000000000035,849
Julian Steiner,Leogang,Timed Training 1,38.663,50.43000000000001,40.575,69.899,37.43299999999999,237
Lino Lehmann,Leogang,Timed Training 1,37.47,50.193,39.937,47.015000000000015,40.38499999999999,215
Valentin Chatanay,Leogang,Timed Training 1,39.435,63.599999999999994,42.05699999999999,NA,NA,862
Jackson Connelly,Leogang,Timed Training 1,37.036,50.453,41.00800000000001,213.32099999999997,57.182000000000016,399
Preston Williams,Leogang,Timed Training 1,37.817,51.10999999999999,41.003000000000014,211.735,37.33499999999998,379
Ross Kew,Leogang,Timed Training 1,37.995,51.12,42.556,50.85500000000002,39.47399999999999,222
Marius Perraudin,Leogang,Timed Training 1,39.028,52.01500000000001,41.006,49.352000000000004,79.59899999999999,261
Rory Kirk,Leogang,Timed Training 1,37.495,51.104000000000006,39.64,282.975,38.786,450
Nico Lamm,Leogang,Timed Training 1,41.329,52.513,42.8,104.75,121.608,363
Colin Mcelyea,Leogang,Timed Training 1,38.332,50.080999999999996,39.482,190.09000000000003,38.014999999999986,356
Léo Abella,Leogang,Timed Training 1,37.048,179.553,39.32599999999999,202.989,56.084,515
Constantin Ruetsch,Leogang,Timed Training 1,86.887,95.553,41.28999999999999,817.5830000000001,431.6869999999999,1473
William Hynes,Leogang,Timed Training 1,39.493,51.440999999999995,39.946,178.37400000000002,40.74599999999998,350
Janis Lehmann,Leogang,Timed Training 1,40.056,102.296,42.66999999999999,641.998,36.98000000000002,864
Hannes Lehmann,Leogang,Timed Training 1,38,53,40,296,230,657
Tristan Lemire,Leogang,Timed Training 1,37,53,41,157,89,377
Simen Smestad,Leogang,Timed Training 1,37,672,39,52,39,839
Emile Rilat,Leogang,Timed Training 1,38,51,42,300,37,468
Kimi Viardot,Leogang,Timed Training 1,38,50,41,492,42,663
Tegan Cruz,Leogang,Timed Training 1,38,270,43,44,233,628
Luka Berginc,Leogang,Timed Training 1,96,53,41,237,230,657
Ondrej Kolecík,Leogang,Timed Training 1,38,147,40,47,186,458
Gabriel Neron,Leogang,Timed Training 1,38,50,41,401,39,569
Julien Markewitz,Leogang,Timed Training 1,38,51,43,193,39,364
Yuki Kushima,Leogang,Timed Training 1,38,51,42,46,38,215
Erik Irmisch,Leogang,Timed Training 1,39,53,43,92,216,443
Elliot Lees,Leogang,Timed Training 1,116,52,42,109,383,702
Neko Mulally,Leogang,Timed Training 1,37,151,39,126,38,391
Troy Weinert,Leogang,Timed Training 1,39,224,42,352,39,696
Toby Driscoll,Leogang,Timed Training 1,39,52,42,48,38,219
Brook Macdonald,Leogang,Timed Training 1,37,111,39,342,36,565
Ryker Kearl,Leogang,Timed Training 1,40,349,44,162,40,635
Oisin Callaghan O,Leogang,Timed Training 1,35,85,41,90,36,287
Garrett Macintosh,Leogang,Timed Training 1,41,474,42,49,39,645
Samuel Zbinden,Leogang,Timed Training 1,40,101,43,51,65,300
Daniel Liberal Castellanos,Leogang,Timed Training 1,40,68,40,45,38,231
Sam Gale,Leogang,Timed Training 1,36,50,39,168,38,331
Pablo José Moreno Paredes,Leogang,Timed Training 1,44,57,47,307,43,498
Finn Iles,Leogang,Timed Training 1,126,45,41,370,35,617
Harry Molloy,Leogang,Timed Training 1,39,49,40,174,49,351
Laurie Greenland,Leogang,Timed Training 1,36,50,41,130,36,293
Adam Brayton,Leogang,Timed Training 1,52,317,41,503,39,952
Rastislav Baranek,Leogang,Timed Training 1,37,164,38,452,51,742
Nathan Pontvianne,Leogang,Timed Training 1,39,97,40,165,37,378
Stefan Garlicki,Leogang,Timed Training 1,180,51,41,262,41,575
Evan Medcalf,Leogang,Timed Training 1,37,49,41,113,164,404
Tuhoto-Ariki Pene,Leogang,Timed Training 1,38,134,39,45,38,294
Remy Meier-Smith,Leogang,Timed Training 1,36,80,41,461,37,655
Tyler Zenoni,Leogang,Timed Training 1,37,49,42,214,37,379
Jules Troillet,Leogang,Timed Training 1,41,55,43,129,40,308
Ethan George Craik,Leogang,Timed Training 1,35,138,39,44,35,291
George Brannigan,Leogang,Timed Training 1,36,276,41,152,56,561
Lewis Carr,Leogang,Timed Training 1,39,82,41,537,37,736
Felix Bauer,Leogang,Timed Training 1,38,261,41,500,38,878
Henry Sherry,Leogang,Timed Training 1,38,152,40,228,167,625
Jack Piercy,Leogang,Timed Training 1,35,76,40,96,64,311
Josh Lancett-Edwards,Leogang,Timed Training 1,40,400,42,655,40,1177
Jan Pajak,Leogang,Timed Training 1,39,147,41,58,39,324
Tetsuma Haguchi,Leogang,Timed Training 1,82,52,47,120,44,345
Nico Gürber,Leogang,Timed Training 1,40,56,44,147,43,330
Steffen Smets,Leogang,Timed Training 1,40,75,41,494,337,987
Vladimír Srnenský,Leogang,Timed Training 1,42,94,43,154,41,374
Dani Sanchez Tell,Leogang,Timed Training 1,41,118,43,221,41,464
Jacob Dickson,Leogang,Timed Training 1,37,136,39,99,38,349
Florian Sirieix,Leogang,Timed Training 1,39,137,43,286,278,783
Bryn Dickerson,Leogang,Timed Training 1,39,117,41,721,38,956
Gonçalo Bandeira,Leogang,Timed Training 1,41,64,46,147,55,353
Ryan Kenneth Pinkerton,Leogang,Timed Training 1,35,225,40,43,39,382
Bodhi Kuhn,Leogang,Timed Training 1,36,105,39,371,36,587
Nikolas Kolle,Leogang,Timed Training 1,39,450,42,838,356,1725
Arthur Perfillon,Leogang,Timed Training 1,39,108,41,635,39,862
Onni Rainio,Leogang,Timed Training 1,37,49,42,430,36,594
Antonio Juan Revolorio Martinez,Leogang,Timed Training 1,44,59,46,418,56,623
Junior Paroz,Leogang,Timed Training 1,124,128,43,86,38,419
Raimundo Montesinos Guzman,Leogang,Timed Training 1,42,55,40,252,40,429
Cooper Downey,Leogang,Timed Training 1,39,125,42,673,39,918
Christoph Handl,Leogang,Timed Training 1,37,51,42,288,39,457
Henry Kerr,Leogang,Timed Training 1,36,47,40,352,39,514
Lachlan Stevens-Mcnab,Leogang,Timed Training 1,35,221,39,245,96,636
Jobe Gentle,Leogang,Timed Training 1,39,299,42,124,39,543
Noel Niederberger,Leogang,Timed Training 1,40.303,195.767,40.80500000000001,134.228,134.897,546
Hugo Marini,Leogang,Timed Training 1,35.992,47.90200000000001,40.245999999999995,972.1719999999999,68.6880000000001,1165
Douglas Goodwill,Leogang,Timed Training 1,86.154,72.86600000000001,41.297,394.01300000000003,55.66999999999996,650
Marco Comerio,Leogang,Timed Training 1,41.194,79.021,41.863,735.827,104.09500000000003,1002
Léo Grisel,Leogang,Timed Training 1,37.252,179.625,87.62700000000001,301.4,36.096000000000004,642
Angel Alonso Suarez,Leogang,Timed Training 1,35.782,152.17000000000002,38.512,45.742999999999995,387.793,660
Antonio Blesa Royo,Leogang,Timed Training 1,40.275,122.178,42.39099999999999,265.249,195.90699999999998,666
Dylan Conte,Leogang,Timed Training 1,42.052,208.11700000000002,41.71599999999998,393.40200000000004,42.712999999999965,728
Johan Garcin,Leogang,Timed Training 1,37.251,292.432,40.252999999999986,268.11500000000007,34.948999999999955,673
Adam Rojcek,Leogang,Timed Training 1,165.452,49.14699999999999,40.374000000000024,742.924,38.10299999999995,1036
Angus Ferguson,Leogang,Timed Training 1,40.206,569.692,42.928999999999974,130.59000000000003,76.58299999999997,860
Darcy Coutts,Leogang,Timed Training 1,39.116,420.105,40.274,225.865,112.63999999999999,838
Kael Foale,Leogang,Timed Training 1,39.333,51.062,40.89800000000001,598.645,234.062,964
Jed Stanton,Leogang,Timed Training 1,41.119,51.795,41.28599999999999,49.33600000000001,856.4639999999999,1040
Sebastian Weinhandl,Leogang,Timed Training 1,38.739,526.6419999999999,41.596000000000004,814.4230000000001,182.5999999999999,1604
Riccardo Gramatica,Leogang,Timed Training 1,38.72,932.1569999999999,40.26400000000001,163.85500000000013,80.0039999999999,1255
Valentin Rohrmoser,Leogang,Timed Training 1,38.922,52.113,40.616000000000014,236.776,620.573,989
Ross Ennis,Leogang,Timed Training 1,40.411,329.354,42.057000000000016,580.952,41.226,1034
Kilian Buhl,Leogang,Timed Training 1,38.578,415.418,41.25999999999999,874.3160000000001,350.4279999999999,1720
Nathan Kitchen,Leogang,Timed Training 1,38.494,167.307,39.816,-184.617,1,62
Albertas Turba,Leogang,Timed Training 1,77.76,103.66699999999999,44.611999999999995,1639.661,93.29999999999995,1959
Nico Schlebes,Leogang,Timed Training 1,NA,NA,NA,NA,NA,NA
Forrest Riesco,Leogang,Timed Training 1,NA,NA,NA,NA,NA,NA
David Trummer,Leogang,Timed Training 1,NA,NA,NA,NA,NA,NA
Amaury Pierron,Val di Sole,Timed Training 1,50.988,336.154,570.0509999999999,NA,NA,1149
Loris Vergier,Val di Sole,Timed Training 1,54.426,190.27300000000002,295.112,NA,NA,613
Thomas Estaque,Val di Sole,Timed Training 1,130.493,313.423,836.867,NA,NA,1357
Rémi Thirion,Val di Sole,Timed Training 1,51.222,129.487,151.26100000000002,NA,NA,455
Joe Breeden,Val di Sole,Timed Training 1,51.798,68.077,57.03399999999999,NA,NA,256
Danny Hart,Val di Sole,Timed Training 1,51.576,64.64500000000001,56.53199999999998,NA,NA,252
Dylan Maples,Val di Sole,Timed Training 1,203.812,614.4639999999999,338.3280000000001,NA,NA,1346
Antoine Pierron,Val di Sole,Timed Training 1,52.111,525.245,567.219,NA,NA,1223
Douglas Vieira,Val di Sole,Timed Training 1,50.928,85.146000000000015,352.60499999999996,NA,NA,606
Antoine Vidal,Val di Sole,Timed Training 1,104.782,176.63,612.277,NA,NA,976
Jack Piercy,Val di Sole,Timed Training 1,61.32,182.344,168.803,NA,NA,494
Dylan Levesque,Val di Sole,Timed Training 1,50.92,66.366,58.17699999999999,NA,NA,250
Greg Minnaar,Val di Sole,Timed Training 1,50.589,68.189,140.205,NA,NA,397
Sebastian Villa Holguin,Val di Sole,Timed Training 1,53.174,108.12199999999999,684.1030000000001,NA,NA,997
Thibaut Daprela,Val di Sole,Timed Training 1,132.128,181.22000000000003,328.532,NA,NA,717
Luke Matthew Williamson,Val di Sole,Timed Training 1,302.77,301.476,541.64,NA,NA,1378
Luca Shaw,Val di Sole,Timed Training 1,405.376,99.93,559.579,NA,NA,1144
Remy Meier-Smith,Val di Sole,Timed Training 1,53.038,152.29199999999997,102.05099999999999,NA,NA,410
Loris Revelli,Val di Sole,Timed Training 1,51.466,66.107,57.78399999999999,NA,NA,254
Mark Wallace,Val di Sole,Timed Training 1,51.542,137.146,632.162,NA,NA,898
Dan Slack,Val di Sole,Timed Training 1,53.379,707.72,390.745,NA,NA,1232
Kirk Mcdowall,Val di Sole,Timed Training 1,53.559,69.366,1100.963,NA,NA,1302
Oliver Zwar,Val di Sole,Timed Training 1,52.976,945.432,159.13600000000008,NA,NA,1319
Samuel Blenkinsop,Val di Sole,Timed Training 1,51.49,120.642,116.32999999999998,NA,NA,366
Joshua Arcus,Val di Sole,Timed Training 1,147.77100000000002,74.548,1013.069,NA,NA,1315
Toby Meek,Val di Sole,Timed Training 1,54.012,69.799,107.703,NA,NA,313
Simen Smestad,Val di Sole,Timed Training 1,467.428,1161.027,720.6640000000002,NA,NA,2430
Tyler Ervin,Val di Sole,Timed Training 1,51.424,144.206,144.846,NA,NA,419
Ignacio Felipe Galleguillos Agurto,Val di Sole,Timed Training 1,50.322,564.67,85.73900000000003,NA,NA,777
Janis Lehmann,Val di Sole,Timed Training 1,430.585,290.51500000000004,206.56999999999994,NA,NA,1055
Wyn Masters,Val di Sole,Timed Training 1,54.007,71.273,395.721,NA,NA,703
Gabriel Neron,Val di Sole,Timed Training 1,54.297,256.328,287.08500000000004,NA,NA,678
Hannes Lehmann,Val di Sole,Timed Training 1,53.197,151.667,84.03999999999999,NA,NA,371
Henry Kerr,Val di Sole,Timed Training 1,51.785,NA,NA,NA,NA,709
Marcello Pesenti,Val di Sole,Timed Training 1,55.129,146.68200000000002,57.48999999999998,NA,NA,411
Troy Weinert,Val di Sole,Timed Training 1,56.555,308.85699999999997,65.48900000000003,NA,NA,517
Preston Williams,Val di Sole,Timed Training 1,53.954,292.626,730.787,NA,NA,1159
Luka Berginc,Val di Sole,Timed Training 1,54.28,151.353,163.03,NA,NA,449
Kael Foale,Val di Sole,Timed Training 1,55.336,610.934,181.183,NA,NA,927
Marius Perraudin,Val di Sole,Timed Training 1,59.06,108.106,95.81099999999998,NA,NA,423
Simon Maurer,Val di Sole,Timed Training 1,54.516,72.82499999999999,546.792,NA,NA,756
Ryker Kearl,Val di Sole,Timed Training 1,58.067,490.019,385.68600000000004,NA,NA,1048
Jobe Gentle,Val di Sole,Timed Training 1,132.571,171.40400000000002,1125.3249999999998,NA,NA,1548
Simon Chapelet,Val di Sole,Timed Training 1,53.321,NA,NA,NA,NA,822
Pablo José Moreno Paredes,Val di Sole,Timed Training 1,61.099,576.053,449.8129999999999,NA,NA,1199
Dante Silva,Val di Sole,Timed Training 1,518.594,137.88199999999995,341.23699999999997,NA,NA,1077
Richard Jr Rude,Val di Sole,Timed Training 1,53.271,400.728,119.55599999999993,NA,NA,658
Seth Sherlock,Val di Sole,Timed Training 1,52.352,109.564,678.941,NA,NA,1145
Oisin Callaghan O,Val di Sole,Timed Training 1,69.389,134.178,81.43599999999998,NA,NA,410
Hayden Stead,Val di Sole,Timed Training 1,124.639,249.851,NA,NA,NA,NA
Cooper Downey,Val di Sole,Timed Training 1,55.234,109.88299999999998,231.453,NA,NA,636
Ryan Pinkerton,Val di Sole,Timed Training 1,51.637,133.386,273.756,NA,NA,535
Dakotah Norton,Val di Sole,Timed Training 1,48.817,103.87,126.77999999999997,NA,NA,574
Davide Cappello,Val di Sole,Timed Training 1,112.53399999999999,109.62299999999999,190.575,NA,NA,529
Thibault Laly,Val di Sole,Timed Training 1,53.734,149.152,684.3530000000001,NA,NA,1296
Roger Vieira,Val di Sole,Timed Training 1,52.596,67.906,176.98899999999998,NA,NA,375
Tristan Lemire,Val di Sole,Timed Training 1,95.131,72.28900000000002,173.24099999999999,NA,NA,423
Daniel Liberal Castellanos,Val di Sole,Timed Training 1,794.629,593.439,438.55899999999997,NA,NA,1906
Marco Comerio,Val di Sole,Timed Training 1,55.862,418.782,670.037,NA,NA,1299
Troy Brosnan,Val di Sole,Timed Training 1,582.608,63.13700000000006,285.111,NA,NA,1005
Tegan Cruz,Val di Sole,Timed Training 1,53.562,109.409,118.60699999999997,NA,NA,432
Rory Kirk,Val di Sole,Timed Training 1,105.322,123.011,284.144,NA,NA,594
Juan Fernando Muñoz,Val di Sole,Timed Training 1,51.66,109.15799999999999,209.26500000000004,NA,NA,446
Jacob Dickson,Val di Sole,Timed Training 1,55.941,271.727,157.83499999999998,NA,NA,563
Brook Macdonald,Val di Sole,Timed Training 1,51.557,189.474,209.32799999999997,NA,NA,563
Luca Thurlow,Val di Sole,Timed Training 1,53.121,112.76399999999998,218.05,NA,NA,464
Christopher Grice,Val di Sole,Timed Training 1,49.899,68.389,837.305,NA,NA,1214
George Brannigan,Val di Sole,Timed Training 1,126.489,117.19,115.03400000000002,NA,NA,470
Raphael Iniguez,Val di Sole,Timed Training 1,237.233,143.57600000000002,304.46199999999993,NA,NA,767
Finn Iles,Val di Sole,Timed Training 1,48.476,236.721,49.82499999999999,NA,NA,485
William Pope,Val di Sole,Timed Training 1,347.2,326.10600000000005,762.0840000000001,NA,NA,1571
Bodhi Kuhn,Val di Sole,Timed Training 1,52.143,209.09099999999998,231.20600000000002,NA,NA,569
Miran Vauh,Val di Sole,Timed Training 1,55.668,360.622,130.14799999999997,NA,NA,678
Luke Meier-Smith,Val di Sole,Timed Training 1,52.649,66.542,453.14,NA,NA,648
Ross Kew,Val di Sole,Timed Training 1,54.994,545.78,510.3539999999999,NA,NA,1216
Loic Bruni,Val di Sole,Timed Training 1,NA,NA,NA,NA,NA,NA
William Hynes,Val di Sole,Timed Training 1,55.734,186.50199999999998,246.55599999999998,NA,NA,585
Dom Platt,Val di Sole,Timed Training 1,52.478,374.473,55.52099999999996,NA,NA,560
Ronan Dunne,Val di Sole,Timed Training 1,324.285,104.49599999999998,55.61099999999999,NA,NA,561
