rank,protected,nr,name,uci_team,uci_id,nat,yob,speed,split_1,split_2,split_3,split_4,time,time_from_leader,dnf,dsq,dns,points,event_name,event_type,event_year,round_type,round_category,metadata_weather,metadata_temp_deg_c,metadata_distance_km,metadata_average_speed_kmh
45,FALSE,26,WILSON Reece,TREK FACTORY RACING GRAVITY,10009563271,GBR,1996,53.865,40.824,91.276,116.845,162.379,187.559,7.692,FALSE,FALSE,FALSE,15,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
46,FALSE,111,MEEK Toby,MEEKBOYZ RACING,10064077170,NZL,2004,55.137,40.86,90.307,115.761,161.897,187.817,7.95,FALSE,FALSE,FALSE,14,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
47,FALSE,84,MAURER Simon,NA,10048586573,GER,2000,57.948,40.775,90.92099999999999,116.40899999999999,161.65800000000002,188.075,8.208,FALSE,FALSE,FALSE,13,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
48,FALSE,86,PIERCY Jack,COMMENCAL LES ORRES,10068688714,GBR,2004,55.385,40.834,91.497,117.503,163.245,188.469,8.602,FALSE,FALSE,FALSE,12,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
49,FALSE,60,MACDONALD Brook,FORBIDDEN SYNTHESIS TEAM,10006429969,NZL,1991,54.545,40.899,91,117.108,162.8,188.724,8.857,FALSE,FALSE,FALSE,11,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
50,FALSE,49,PINKERTON Ryan,MONDRAKER FACTORY RACING,10063826182,USA,2005,56.992,39.328,88.807,112.923,158.164,188.788,8.921,FALSE,FALSE,FALSE,10,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
51,FALSE,81,HOLGUIN VILLA Sebastian,PURERIDING BP RACING,10035267059,COL,2004,54.962,42.545,94.096,118.49199999999999,164.138,189.249,9.382,FALSE,FALSE,FALSE,5,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
52,FALSE,142,MOLLOY Harry,CONTINENTAL GT RACING,10006816454,GBR,1991,56.842,40.841,92.203,118.512,163.59300000000002,190.195,10.328,FALSE,FALSE,FALSE,5,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
53,FALSE,183,ERGLANGSEN Theo,NA,10008867400,RSA,1995,52.332,40.029,90.428,116.61,163.072,190.309,10.442,FALSE,FALSE,FALSE,5,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
54,FALSE,44,ESTAQUE Thomas,COMMENCAL ICSTUDIO,10008848505,FRA,1996,56.287,39.623,93.82300000000001,119.393,165.144,190.61,10.743,FALSE,FALSE,FALSE,5,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
55,FALSE,92,GRICE Christopher,GEN-S,10073483443,USA,2003,54.927,41.208,98.217,124.277,170.155,195.187,15.32,FALSE,FALSE,FALSE,5,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
56,FALSE,88,VIGE Gaëtan,PROPAIN POSITIVE,10009826989,FRA,1998,53.665,44.967,98.10499999999999,123.494,170.998,196.251,16.384,FALSE,FALSE,FALSE,5,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
57,FALSE,97,LEHMANN Hannes,NA,10051084830,GER,2001,50.029,40.341,96.072,122.618,170.626,196.919,17.052,FALSE,FALSE,FALSE,5,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
58,TRUE,17,WILLIAMSON Greg,MADISON SARACEN FACTORY TEAM,10006909111,GBR,1992,52.683,39.686,88.217,127.054,174.649,200.254,20.387,FALSE,FALSE,FALSE,5,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
59,FALSE,20,WALKER Matt,MADISON SARACEN FACTORY TEAM,10011016756,GBR,1999,47.008,54.951,105.937,131.899,178.409,204.498,24.631,FALSE,FALSE,FALSE,5,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
60,TRUE,7,COULANGES Benoit,DORVAL AM COMMENCAL,10008194359,FRA,1994,35.136,40.184,93.87700000000001,121.625,186.288,228.887,49.02,FALSE,FALSE,FALSE,5,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
1,TRUE,1,BRUNI Loic,SPECIALIZED GRAVITY,10007544358,FRA,1994,56.882,32.28,76.066,113.411,152.57,185.523,0,FALSE,FALSE,FALSE,250,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
2,TRUE,4,ILES Finn,SPECIALIZED GRAVITY,10090907774,CAN,1999,57.488,32.428,75.764,114.02199999999999,154.439,187.917,2.394,FALSE,FALSE,FALSE,210,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
3,FALSE,35,STEVENS-MCNAB Lachlan,UNION - FORGED BY STEEL CITY MEDIA,10110184506,NZL,2004,57.305,33.039,77.72200000000001,115.10900000000001,155.48,188.638,3.115,FALSE,FALSE,FALSE,180,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
4,FALSE,28,O CALLAGHAN Oisin,YT MOB,10017486353,IRL,2003,56.782,33.104,77.399,116.283,155.497,188.757,3.234,FALSE,FALSE,FALSE,160,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
5,TRUE,7,COULANGES Benoit,DORVAL AM COMMENCAL,10008194359,FRA,1994,55.158,32.698,76.616,114.437,154.763,188.784,3.261,FALSE,FALSE,FALSE,140,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
6,FALSE,5,KOLB Andreas,CONTINENTAL ATHERTON,10009187092,AUT,1996,56.505,32.877,77.076,115.85300000000001,155.59,189.012,3.489,FALSE,FALSE,FALSE,125,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
7,TRUE,10,SHAW Luca,CANYON CLLCTV FACTORY TEAM,10008813442,USA,1996,58.127,32.838,77.088,114.23599999999999,154.27,189.518,3.995,FALSE,FALSE,FALSE,110,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
8,FALSE,6,KERR Bernard,PIVOT FACTORY RACING,10006413094,GBR,1991,55.102,33.146,77.158,115.158,155.667,189.813,4.29,FALSE,FALSE,FALSE,95,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
9,TRUE,8,BROSNAN Troy,CANYON CLLCTV FACTORY TEAM,10007307417,AUS,1993,57.305,32.732,77.45400000000001,116.243,157.489,191.251,5.728,FALSE,FALSE,FALSE,80,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
10,FALSE,34,DAPRELA Thibaut,NA,10072798480,FRA,2001,56.153,32.771,77.03999999999999,115.535,156.758,191.289,5.766,FALSE,FALSE,FALSE,75,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
11,FALSE,23,HART Danny,CONTINENTAL GT RACING,10005470073,GBR,1991,56.505,32.818,77.214,115.991,156.249,191.333,5.81,FALSE,FALSE,FALSE,71,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
12,TRUE,12,DUNNE Ronan,MONDRAKER FACTORY RACING,10017006104,IRL,2002,54.271,32.711,77.13,116.887,157.65,191.935,6.412,FALSE,FALSE,FALSE,68,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
13,TRUE,19,PIERRON Amaury,COMMENCAL/MUC-OFF BY RIDING,10008827283,FRA,1996,54.73,32.717,77.493,116.747,159.019,192.39600000000002,6.873,FALSE,FALSE,FALSE,65,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
14,TRUE,9,NORTON Dakotah,MONDRAKER FACTORY RACING,10010038167,USA,1992,56.309,32.863,77.27,115.76400000000001,157.78,192.602,7.079,FALSE,FALSE,FALSE,63,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
15,FALSE,24,THIRION Rémi,GIANT FACTORY OFF-ROAD TEAM - DH,10005415715,FRA,1990,55.766,33.384,78.976,117.94200000000001,159.195,192.65,7.127,FALSE,FALSE,FALSE,60,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
16,FALSE,36,WALKER Matt,MADISON SARACEN FACTORY TEAM,10011016756,GBR,1999,56.094,32.356,76.907,115.62,157.982,192.934,7.411,FALSE,FALSE,FALSE,58,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
17,FALSE,22,WILLIAMS Jordan,SPECIALIZED GRAVITY,10083936306,GBR,2004,55.537,33.975,79.357,117.37,158.388,193.038,7.515,FALSE,FALSE,FALSE,56,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
18,FALSE,39,HATTON Charlie,CONTINENTAL ATHERTON,10009897014,GBR,1998,55.632,34.542,79.925,118.13499999999999,158.946,193.622,8.099,FALSE,FALSE,FALSE,54,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
19,TRUE,3,VERGIER Loris,TREK FACTORY RACING GRAVITY,10008723112,FRA,1996,56.017,32.691,76.714,115.36500000000001,158.34300000000002,194.704,9.181,FALSE,FALSE,FALSE,52,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
20,FALSE,66,BREEDEN Joe,INTENSE FACTORY RACING,10011005743,GBR,1999,54.472,33.848,79.047,118.01400000000001,160.691,194.796,9.273,FALSE,FALSE,FALSE,50,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
21,FALSE,29,KUHN Bodhi,TREK FACTORY RACING GRAVITY,10080855241,CAN,2005,57.042,33.771,78.684,117.655,159.93200000000002,196.254,10.731,FALSE,FALSE,FALSE,48,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
22,FALSE,20,WILLIAMSON Greg,MADISON SARACEN FACTORY TEAM,10006909111,GBR,1992,56.505,33.135,78.131,116.34700000000001,158.493,196.606,11.083,FALSE,FALSE,FALSE,46,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
23,FALSE,44,JEWETT Jakob,PIVOT FACTORY RACING,10061612663,CAN,2003,55.651,33.508,82.003,121.196,162.67000000000002,196.772,11.249,FALSE,FALSE,FALSE,44,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
24,FALSE,55,PINKERTON Kenneth Ryan,MONDRAKER FACTORY RACING,10063826182,USA,2005,57.224,32.906,78.053,117.17,164.316,199.316,13.793,FALSE,FALSE,FALSE,42,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
25,FALSE,45,A'HERN Kye,KENDA NS BIKES UR TEAM,10043853983,AUS,2001,55.575,33.877,79.31,117.769,159.002,200.693,15.17,FALSE,FALSE,FALSE,40,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
26,FALSE,42,WILSON Reece,TREK FACTORY RACING GRAVITY,10009563271,GBR,1996,55.632,34.42,81.42699999999999,121.15,164.457,200.809,15.286,FALSE,FALSE,FALSE,38,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
27,FALSE,50,DAVIS Oliver,SANTA CRUZ SYNDICATE,10110838143,AUS,2004,54.509,33.124,77.941,117.77799999999999,166.24,200.943,15.42,FALSE,FALSE,FALSE,36,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
28,FALSE,74,REVELLI Loris,NA,10009443942,ITA,1997,54.399,45.998,92.536,133.073,177.34199999999998,212.667,27.144,FALSE,FALSE,FALSE,34,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
29,FALSE,88,PIERRON Antoine,COMMENCAL ICSTUDIO,10011102844,FRA,1999,56.822,34.675,80.562,119.199,175.402,213.14600000000002,27.623,FALSE,FALSE,FALSE,32,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
30,FALSE,27,MEIER-SMITH Remy,GIANT FACTORY OFF-ROAD TEAM - DH,10049212427,AUS,2004,56.407,41.525,134.802,174.475,219.488,260.267,74.744,FALSE,FALSE,FALSE,30,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
NA,FALSE,40,HARTENSTERN Max,CUBE FACTORY RACING,10011213584,GER,1999,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
NA,FALSE,47,KIEFER Henri,CANYON CLLCTV PIRELLI,10080400048,GER,2005,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Leogang,World Cup,2024,Final,Men Elite,Light rain,19,2.115,40.041
1,TRUE,28,O CALLAGHAN Oisin,YT MOB,10017486353,IRL,2003,54.49,33.636,78.014,117.53,156.23,189.336,0,FALSE,FALSE,FALSE,50,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
2,TRUE,10,SHAW Luca,CANYON CLLCTV FACTORY TEAM,10008813442,USA,1996,58.632,33.248,77.662,115.04599999999999,155.613,189.39600000000002,0.06,FALSE,FALSE,FALSE,40,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
3,TRUE,8,BROSNAN Troy,CANYON CLLCTV FACTORY TEAM,10007307417,AUS,1993,55.939,32.896,77.537,116.943,156.923,190.337,1.001,FALSE,FALSE,FALSE,30,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
4,TRUE,6,KERR Bernard,PIVOT FACTORY RACING,10006413094,GBR,1991,55.824,33.412,78.275,117.197,157.815,190.819,1.483,FALSE,FALSE,FALSE,25,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
5,FALSE,110,MEEK Toby,MEEKBOYZ RACING,10064077170,NZL,2004,55.441,33.315,77.679,117.313,157.711,191.185,1.849,FALSE,FALSE,FALSE,22,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
6,TRUE,1,BRUNI Loic,SPECIALIZED GRAVITY,10007544358,FRA,1994,56.133,32.779,77.53,116.032,157.379,191.208,1.872,FALSE,FALSE,FALSE,20,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
7,TRUE,3,VERGIER Loris,TREK FACTORY RACING GRAVITY,10008723112,FRA,1996,57.042,33.563,78.02,116.875,157.435,191.785,2.449,FALSE,FALSE,FALSE,18,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
8,TRUE,23,HART Danny,CONTINENTAL GT RACING,10005470073,GBR,1991,55.785,33.606,77.844,117.076,158.123,192.185,2.849,FALSE,FALSE,FALSE,17,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
9,TRUE,19,PIERRON Amaury,COMMENCAL/MUC-OFF BY RIDING,10008827283,FRA,1996,55.385,33.545,78.354,117.695,158.2,192.381,3.045,FALSE,FALSE,FALSE,16,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
10,FALSE,34,DAPRELA Thibaut,NA,10072798480,FRA,2001,54.953,33.488,79.164,118.83,159.539,192.763,3.427,FALSE,FALSE,FALSE,15,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
11,TRUE,7,COULANGES Benoit,DORVAL AM COMMENCAL,10008194359,FRA,1994,54.564,33.788,78.819,117.201,158.958,192.906,3.57,FALSE,FALSE,FALSE,14,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
12,FALSE,55,PINKERTON Kenneth Ryan,MONDRAKER FACTORY RACING,10063826182,USA,2005,56.075,34.769,79.616,119.666,159.257,193.034,3.698,FALSE,FALSE,FALSE,13,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
13,TRUE,12,DUNNE Ronan,MONDRAKER FACTORY RACING,10017006104,IRL,2002,55.613,33.403,79.286,118.499,159.447,193.908,4.572,FALSE,FALSE,FALSE,12,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
14,TRUE,5,KOLB Andreas,CONTINENTAL ATHERTON,10009187092,AUT,1996,55.556,34.089,79.47,119.023,160.203,194.172,4.836,FALSE,FALSE,FALSE,11,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
15,FALSE,35,STEVENS-MCNAB Lachlan,UNION - FORGED BY STEEL CITY MEDIA,10110184506,NZL,2004,57.224,34.209,80.498,119.293,160.231,194.476,5.14,FALSE,FALSE,FALSE,10,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
16,TRUE,24,THIRION Rémi,GIANT FACTORY OFF-ROAD TEAM - DH,10005415715,FRA,1990,55.008,34.14,80.3,120.096,161.188,194.58,5.244,FALSE,FALSE,FALSE,9,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
17,FALSE,39,HATTON Charlie,CONTINENTAL ATHERTON,10009897014,GBR,1998,54.693,34.132,79.322,118.87,160.622,195.165,5.829,FALSE,FALSE,FALSE,8,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
18,FALSE,50,DAVIS Oliver,SANTA CRUZ SYNDICATE,10110838143,AUS,2004,54.235,34.225,79.326,119.399,160.67000000000002,195.225,5.889,FALSE,FALSE,FALSE,7,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
19,FALSE,44,JEWETT Jakob,PIVOT FACTORY RACING,10061612663,CAN,2003,55.027,33.688,78.896,118.697,159.42000000000002,195.275,5.939,FALSE,FALSE,FALSE,6,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
20,FALSE,52,CHAPELET Simon,CUBE FACTORY RACING,10071553749,FRA,2002,56.114,34.401,79.866,118.919,160.388,195.332,5.996,FALSE,FALSE,FALSE,5,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
21,FALSE,36,WALKER Matt,MADISON SARACEN FACTORY TEAM,10011016756,GBR,1999,55.766,33.41,78.687,118.104,160.402,195.387,6.051,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
22,FALSE,66,BREEDEN Joe,INTENSE FACTORY RACING,10011005743,GBR,1999,55.46,34.202,79.865,119.023,161.185,195.7,6.364,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
23,FALSE,173,EDMONDSON Jamie,BNC RACING,10023865620,GBR,2001,56.743,33.857,80.473,119.40299999999999,161.381,195.721,6.385,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
24,FALSE,47,KIEFER Henri,CANYON CLLCTV PIRELLI,10080400048,GER,2005,54.785,34.134,80.333,120.372,162.454,196.05,6.714,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
25,FALSE,118,WILLIAMSON Matthew Luke,TRIPLE FIVE RACING,10061878809,GBR,2002,53.785,33.911,79.785,119.66,161.63,196.415,7.079,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
26,TRUE,20,WILLIAMSON Greg,MADISON SARACEN FACTORY TEAM,10006909111,GBR,1992,55.613,34.512,79.82,118.471,162.344,196.514,7.178,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
27,FALSE,30,CRAIK George Ethan,SCOTT DOWNHILL FACTORY,10083936912,GBR,2003,55.92,32.846,77.536,117.688,158.727,196.541,7.205,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
28,FALSE,94,FREW Jackson,NA,10009895802,AUS,1998,54.693,34.223,79.993,118.914,161.064,196.603,7.267,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
29,FALSE,42,WILSON Reece,TREK FACTORY RACING GRAVITY,10009563271,GBR,1996,56.545,34.114,80.492,120.239,161.447,196.82999999999998,7.494,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
30,TRUE,22,WILLIAMS Jordan,SPECIALIZED GRAVITY,10083936306,GBR,2004,54.454,35.463,81.369,120.3,162.151,196.881,7.545,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
31,FALSE,79,BANDEIRA Gonçalo,SCOTT DOWNHILL FACTORY,10054661096,POR,2002,54.674,34.513,80.77199999999999,120.202,161.608,196.949,7.613,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
32,FALSE,40,HARTENSTERN Max,CUBE FACTORY RACING,10011213584,GER,1999,57.244,34.322,79.92,118.366,162.525,196.989,7.653,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
33,FALSE,53,SLACK Dan,POLE FACTORY RACING,10088103464,GBR,2002,53.946,34.005,78.932,119.965,162.591,197.003,7.667,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
34,FALSE,95,ERVIN Tyler,NA,10065700306,USA,2002,55.575,34.258,80.377,119.57,162.79,197.131,7.795,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
35,FALSE,65,ZWAR Oliver,CANYON CLLCTV FMD,10008106857,SWE,1995,55.632,34.748,80.729,120.413,162.53,197.195,7.859,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
36,FALSE,56,ESTAQUE Thomas,COMMENCAL ICSTUDIO,10008848505,FRA,1996,53.731,34.069,79.561,120.11,162.174,197.426,8.09,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
37,FALSE,45,A'HERN Kye,KENDA NS BIKES UR TEAM,10043853983,AUS,2001,55.67,34.604,81.424,120.845,162.43200000000002,197.589,8.253,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
38,FALSE,152,GALE Sam,NA,10021725253,NZL,2001,55.613,35.271,81.809,121.353,163.53199999999998,197.889,8.553,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
39,FALSE,105,MCDOWALL Kirk,NA,10008617119,CAN,1990,54.897,34.611,81.002,120.633,163.797,198.269,8.933,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
40,FALSE,82,SILVA Dante,CANYON CLLCTV PIRELLI,10071893653,USA,2002,55.689,34.631,81.877,121.246,162.906,198.298,8.962,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
41,TRUE,29,KUHN Bodhi,TREK FACTORY RACING GRAVITY,10080855241,CAN,2005,55.862,34.735,80.32,120.592,163.304,198.45,9.114,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
42,FALSE,74,REVELLI Loris,NA,10009443942,ITA,1997,54.99,34.249,81.194,121.374,164.004,198.597,9.261,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
43,FALSE,88,PIERRON Antoine,COMMENCAL ICSTUDIO,10011102844,FRA,1999,55.843,34.402,81.078,120.615,163.07999999999998,198.699,9.363,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
44,FALSE,117,CONNELLY Jackson,TEAM HIGH COUNTRY,10114106942,AUS,2004,54.417,34.718,81.549,121.761,163.912,198.713,9.377,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
45,FALSE,48,MINNAAR Greg,NORCO FACTORY RACING,10002818640,RSA,1981,55.271,34.227,81.297,120.419,163.586,198.863,9.527,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
46,FALSE,83,INIGUEZ Matteo,COMMENCAL ICSTUDIO,10066506012,FRA,2001,54.619,35.049,81.377,121.433,163.38,198.909,9.573,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
47,FALSE,71,VIDAL Antoine,COMMENCAL LES ORRES,10070590924,FRA,2001,57.406,34.509,81.45,120.476,163.19299999999998,198.989,9.653,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
48,FALSE,62,BRAYTON Adam,BNC RACING,10005386110,GBR,1988,53.625,35.883,82.613,123.189,163.927,199.034,9.698,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
49,FALSE,137,HANDL Christoph,NA,10119752342,AUT,2003,54.399,35.915,82.298,122.834,163.754,199.035,9.699,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
50,FALSE,124,GRISEL Léo,NA,10069990332,FRA,2002,55.901,34.838,81.908,121.74,163.477,199.255,9.919,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
51,FALSE,58,DICKSON Jacob,MS INTENSE RACING,10009453642,IRL,1997,53.607,34.506,80.595,120.736,164.168,199.276,9.94,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
52,FALSE,73,PIERRON Baptiste,DORVAL AM COMMENCAL,10008586504,FRA,1993,53.749,35.222,81.749,122.15,164.037,199.293,9.957,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
53,FALSE,61,WALLACE Mark,WE ARE ONE MOMENTUM PROJECT,10008172636,CAN,1995,55.027,35.284,82.382,122.384,164.496,199.4,10.064,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
54,FALSE,151,VERNON Taylor,ZERODE RACING,10008728667,GBR,1996,54.344,34.931,80.961,120.426,164.867,199.44,10.104,FALSE,FALSE,FALSE,NA,Leogang,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,27,2.115,40.214
