rank,protected,nr,name,uci_team,uci_id,nat,yob,speed,split_1,split_2,split_3,split_4,time,time_from_leader,dnf,dsq,dns,points,event_name,event_type,event_year,round_type,round_category,metadata_weather,metadata_temp_deg_c,metadata_distance_km,metadata_average_speed_kmh
108,FALSE,79,CASTELLANOS LIBERAL Daniel,NA,10081562028,ESP,2005,55.563,42.998,95.24799999999999,122.114,169.238,194.842,13.546,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
109,FALSE,82,MEDCALF Evan,EVOLVE RACING,10117081004,USA,2005,51.034,42.105,94.10499999999999,120.314,168.14600000000002,195.18,13.884,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
110,FALSE,134,HOFMANN Noah,NA,10108310685,AUT,2003,53.235,42.045,94.49600000000001,121.502,169.441,195.431,14.135,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
111,FALSE,38,VIEIRA Douglas,NA,10010126679,BRA,1998,52.459,43.214,95.413,121.481,168.412,195.447,14.151,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
112,FALSE,77,MUÑOZ Fernando Juan,PURERIDING BP RACING,10083364208,COL,2003,54.649,40.822,97.88900000000001,123.777,171.189,195.97899999999998,14.683,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
113,FALSE,147,PAJaK Jan,NA,10107271977,POL,2005,52.974,42.672,94.626,120.716,169.82999999999998,196.403,15.107,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
114,FALSE,51,ZWAR Oliver,CANYON CLLCTV FMD,10008106857,SWE,1995,54.135,47.773,99.166,124.588,170.373,196.462,15.166,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
115,FALSE,98,NERON Gabriel,NA,10064082527,CAN,2000,52.587,42.779,95.40899999999999,122.641,170.208,196.918,15.622,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
116,FALSE,125,WEINHANDL Sebastian,NA,10107264196,AUT,2005,52.909,44.267,97.037,122.741,171.06,197.127,15.831,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
117,FALSE,151,KOLECÍK Ondrej,NA,10094113121,CZE,2005,53.333,42.733,95.556,122.253,170.861,197.128,15.832,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
118,FALSE,152,RILAT Emile,NA,10066346465,FRA,2001,52.523,43.043,95.75399999999999,122.77,170.779,197.413,16.117,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
119,FALSE,123,DICKERSON Bryn,ZERODE RACING,10006949022,NZL,1991,52.747,42.899,96.306,122.994,170.776,197.844,16.548,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
120,FALSE,164,CAMPANA Tomasso,NA,10123113693,GBR,2005,52.909,43.384,96.831,123.7,171.96800000000002,198.798,17.502,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
121,FALSE,166,CONROY Sam,NA,10124098346,GBR,2005,52.332,43.73,96.245,123.266,172.02,198.981,17.685,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
122,FALSE,174,OLLIER Thomas,NA,10069190383,FRA,2007,54.649,43.058,96.342,123.054,172.488,199.066,17.77,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
123,FALSE,139,ROHRMOSER Valentin,NA,10035125401,AUT,2000,49.684,42.108,94.125,122.52,172.19299999999998,199.517,18.221,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
124,FALSE,120,KEW Ross,NA,10127477077,RSA,2005,53.765,44.402,97.265,124.407,173.34,199.811,18.515,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
125,FALSE,162,AMIGUET Fridolin,NA,10050884362,SUI,2005,52.269,43.296,98.35,125.641,173.653,200.14,18.844,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
126,FALSE,100,KUSHIMA Yuki,TEAM HIGH COUNTRY,10007430281,JPN,1993,51.49,42.967,96.911,123.714,173.103,200.336,19.04,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
127,FALSE,169,GENTLE Jobe,TEAM HIGH COUNTRY,10114036416,AUS,2004,52.269,42.648,95.102,120.338,172.845,200.401,19.105,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
128,FALSE,165,CARR Lewis,BNC RACING,10117519726,GBR,2004,53.268,42.536,101.34,126.895,174.36,200.437,19.141,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
129,FALSE,131,ENNIS Ross,NA,10016689741,IRL,2001,51.954,44.249,97.89500000000001,125.285,174.531,201.132,19.836,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
130,FALSE,159,KOLLE Nikolas,NA,10035126209,AUT,2005,52.909,44.559,98.449,125.366,175.615,202.554,21.258,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
131,FALSE,104,PERRAUDIN Marius,NA,10088322524,SUI,2002,50.734,43.69,98.223,126.901,176.239,202.933,21.637,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
132,FALSE,171,KAUPPINEN Samu,NA,10062031177,FIN,2005,51.768,43.505,98.02799999999999,125.49,175.31900000000002,202.951,21.655,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
133,FALSE,153,TROILLET Jules,NA,10112862211,SUI,2004,51.429,45.198,99.705,127.904,176.397,203.155,21.859,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
134,FALSE,168,FERGUSON Angus,NA,10122962739,NZL,2005,52.08,43.731,96.95400000000001,125.435,176.115,203.325,22.029,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
135,FALSE,132,TELL SANCHEZ Dani,NA,10015014469,ESP,1998,51.459,44.895,99.55,127.559,176.81,204.14,22.844,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
136,FALSE,119,LAMM Nico,NA,10074168507,GER,1999,52.587,42.281,93.959,120.915,167.299,204.274,22.978,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
137,FALSE,177,SCHLEBES Nico,NA,10083464339,GER,2004,51.861,44.483,100.282,129.352,178.178,206.34199999999998,25.046,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
138,FALSE,124,SRNeNSKý Vladimír,NA,10046416100,CZE,1993,52.395,44.545,99.72399999999999,128.261,178.15,206.959,25.663,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
139,FALSE,106,KRUKAUSKAS Karolis,NA,10090877361,LTU,2003,50.438,45.129,100.49199999999999,128.77100000000002,179.788,207.386,26.09,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
140,FALSE,148,JULIAN Steiner,NA,10008123732,GER,1994,54.374,42.458,103.49000000000001,131.069,180.385,207.401,26.105,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
141,FALSE,154,HECK Maximilian,NA,10107674529,AUT,2005,52.111,46.506,101.899,130.129,181.213,209.343,28.047,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
142,FALSE,182,ZBINDEN Samuel,DORVAL AM COMMENCAL,10004334971,SUI,1983,51.986,44.855,100.244,130.485,181.585,210.664,29.368,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
143,FALSE,176,SAVIK Siim,NA,10119123660,EST,2005,50.408,45.937,106.39,135.632,186.256,214.171,32.875,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
144,FALSE,172,MARCENKOVS Armands,NA,10119428000,LAT,1994,51.521,46.477,103.805,132.882,185.38400000000001,218.023,36.727,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
145,FALSE,161,MCELYEA Colin,EVOLVE RACING,10112268588,USA,2004,53.865,41.847,94.423,120.248,192.227,219.731,38.435,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
146,FALSE,143,TYBURSKI Pawel,NA,10084498805,POL,2002,51.276,46.502,103.95400000000001,133.777,184.871,221.68,40.384,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
147,FALSE,178,SILOVSKý Matouš,NA,10047361242,CZE,1999,51.185,48.335,99.50800000000001,134.446,186.389,222.4,41.104,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
148,FALSE,140,MACDERMID James,THE ALLIANCE,10022172766,NZL,2003,53.3,43.71,96.49799999999999,122.886,197.073,225.802,44.506,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
149,FALSE,114,BRANNIGAN George,KENDA NS BIKES UR TEAM,10006834339,NZL,1992,53.966,83.179,136.313,162.097,208.559,234.238,52.942,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
150,FALSE,137,GARGASAS Karolis,NA,10115696025,LTU,1995,50.556,48.731,109.548,142.232,205.144,237.71800000000002,56.422,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
151,FALSE,180,STULIK Christof,NA,10092039341,AUT,2002,51.923,49.537,103.214,130.765,195.944,247.715,66.419,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
152,FALSE,158,GRASLAUB MIRO Arnau,NA,10050975201,AND,2004,52.491,47.801,138.894,166.56,220.374,250.514,69.218,FALSE,FALSE,FALSE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
NA,FALSE,83,INIGUEZ Matteo,COMMENCAL ICSTUDIO,10066506012,FRA,2001,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
NA,FALSE,95,THEODOROU Andreas,NA,10060513634,CYP,1993,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
NA,FALSE,110,CHATANAY Valentin,NA,10009896812,FRA,1998,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
NA,FALSE,113,IRMISCH Erik,YT MOB,10003777425,GER,1988,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
NA,FALSE,121,IVANOV Denis,NA,10107493764,LTU,1996,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
NA,FALSE,122,RANOSZ Wojciech,NA,10058565752,POL,2002,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
NA,FALSE,141,TAILLEFER Cédric,COMMENCAL ICSTUDIO,10056648889,FRA,2002,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
NA,FALSE,150,FRANCOZ Alix,DORVAL AM COMMENCAL,10068762169,FRA,2004,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
NA,FALSE,173,MICHAl Ziobro,NA,10016207468,POL,1999,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
NA,FALSE,175,PEcIUKAITIS Tomas,NA,10107508922,LTU,1996,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
NA,FALSE,181,VAUH Miran,DORVAL AM COMMENCAL,10004274549,SLO,1982,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,Bielsko-Biala,World Cup,2024,Qualifying,Men Elite,Mostly Sunny,21,2.01,39.913
1,TRUE,9,NORTON Dakotah,MONDRAKER FACTORY RACING,10010038167,USA,1992,54.788,39.549,87.59700000000001,111.562,155.503,179.867,0,FALSE,FALSE,FALSE,100,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
2,TRUE,3,VERGIER Loris,TREK FACTORY RACING GRAVITY,10008723112,FRA,1996,56.287,39.188,87.843,112.19800000000001,156.325,179.995,0.128,FALSE,FALSE,FALSE,80,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
3,TRUE,10,SHAW Luca,CANYON CLLCTV FACTORY TEAM,10008813442,USA,1996,57.485,38.962,88.295,112.969,156.457,180.668,0.801,FALSE,FALSE,FALSE,70,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
4,FALSE,22,DUNNE Ronan,MONDRAKER FACTORY RACING,10017006104,IRL,2002,54.962,39.092,87.547,112.399,156.699,180.92,1.053,FALSE,FALSE,FALSE,65,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
5,FALSE,43,STEVENS-MCNAB Lachlan,UNION - FORGED BY STEEL CITY MEDIA,10110184506,NZL,2004,59.178,40.537,89.519,113.334,157.012,181.227,1.36,FALSE,FALSE,FALSE,60,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
6,FALSE,24,PIERRON Amaury,COMMENCAL/MUC-OFF BY RIDING,10008827283,FRA,1996,56.917,39.658,88.389,112.80799999999999,157.299,181.731,1.864,FALSE,FALSE,FALSE,58,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
7,TRUE,4,ILES Finn,SPECIALIZED GRAVITY,10090907774,CAN,1999,57.294,39.535,87.979,112.82900000000001,157.416,182.315,2.448,FALSE,FALSE,FALSE,56,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
8,FALSE,64,SUAREZ ALONSO Angel,FRAMEWORKS RACING,10008831529,ESP,1995,58.418,39.239,88.872,113.25200000000001,157.607,182.426,2.559,FALSE,FALSE,FALSE,54,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
9,FALSE,50,HATTON Charlie,CONTINENTAL ATHERTON,10009897014,GBR,1998,55.959,39.583,89.224,113.96600000000001,157.85,182.461,2.594,FALSE,FALSE,FALSE,52,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
10,FALSE,23,WILLIAMS Jordan,SPECIALIZED GRAVITY,10083936306,GBR,2004,55.527,40.515,89.27,113.642,158.147,182.503,2.636,FALSE,FALSE,FALSE,50,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
11,FALSE,27,THIRION Rémi,GIANT FACTORY OFF-ROAD TEAM - DH,10005415715,FRA,1990,55.032,39.086,88.03999999999999,112.61699999999999,157.647,182.757,2.89,FALSE,FALSE,FALSE,49,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
12,TRUE,5,KOLB Andreas,CONTINENTAL ATHERTON,10009187092,AUT,1996,55.032,38.978,88.85300000000001,113.662,158.37,182.917,3.05,FALSE,FALSE,FALSE,48,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
13,FALSE,55,CRAIK George Ethan,SCOTT DOWNHILL FACTORY,10083936912,GBR,2003,57.485,40.875,89.606,114.069,158.817,183.005,3.138,FALSE,FALSE,FALSE,47,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
14,FALSE,45,DAPRELA Thibaut,NA,10072798480,FRA,2001,58.976,39.47,88.517,112.64699999999999,157.915,183.033,3.166,FALSE,FALSE,FALSE,46,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
15,FALSE,25,MEIER-SMITH Remy,GIANT FACTORY OFF-ROAD TEAM - DH,10049212427,AUS,2004,55.959,39.566,89.078,113.845,158.221,183.117,3.25,FALSE,FALSE,FALSE,45,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
16,FALSE,72,DAVIS Oliver,SANTA CRUZ SYNDICATE,10110838143,AUS,2004,57.105,40.3,89.326,113.745,158.78,183.497,3.63,FALSE,FALSE,FALSE,44,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
17,FALSE,28,MAPLES Dylan,COMMENCAL/MUC-OFF BY RIDING,10114296696,USA,2003,58.457,39.646,88.429,113.463,158.448,183.538,3.671,FALSE,FALSE,FALSE,43,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
18,FALSE,6,KERR Bernard,PIVOT FACTORY RACING,10006413094,GBR,1991,55.278,39.518,88.437,113.506,158.381,183.65,3.783,FALSE,FALSE,FALSE,42,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
19,FALSE,21,HART Danny,CONTINENTAL GT RACING,10005470073,GBR,1991,55.137,39.458,88.396,113.279,158.275,183.721,3.854,FALSE,FALSE,FALSE,41,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
20,FALSE,48,HARTENSTERN Max,CUBE FACTORY RACING,10011213584,GER,1999,54.614,39.274,89.209,114.31700000000001,159.174,183.849,3.982,FALSE,FALSE,FALSE,40,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
21,FALSE,33,PONTVIANNE Nathan,GOODMAN SANTACRUZ,10057982944,FRA,2005,54.511,39.94,88.955,114.375,159.722,184.041,4.174,FALSE,FALSE,FALSE,39,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
22,FALSE,80,JEWETT Jakob,PIVOT FACTORY RACING,10061612663,CAN,2003,56.067,40.774,90.174,114.89099999999999,159.848,184.051,4.184,FALSE,FALSE,FALSE,38,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
23,FALSE,34,KERR Henry,CANYON CLLCTV PIRELLI,10023914524,IRL,2000,55.172,41.193,89.97800000000001,114.761,159.668,184.13,4.263,FALSE,FALSE,FALSE,37,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
24,FALSE,40,MEIER-SMITH Luke,GIANT FACTORY OFF-ROAD TEAM - DH,10049212326,AUS,2002,56.434,40.103,89.544,114.949,159.827,184.55,4.683,FALSE,FALSE,FALSE,36,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
25,FALSE,46,GREENLAND Laurie,SANTA CRUZ SYNDICATE,10009404738,GBR,1997,57.105,39.713,89.695,114.22999999999999,159.913,184.59,4.723,FALSE,FALSE,FALSE,35,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
26,FALSE,41,DOOLEY Austin,COMMENCAL / SCHWALBE,10087908151,USA,2002,54.684,39.5,89.384,115.027,159.792,184.607,4.74,FALSE,FALSE,FALSE,34,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
27,FALSE,42,O CALLAGHAN Oisin,YT MOB,10017486353,IRL,2003,56.508,40.257,89.42699999999999,114.542,159.195,184.713,4.846,FALSE,FALSE,FALSE,33,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
28,FALSE,179,SLACK Dan,POLE FACTORY RACING,10088103464,GBR,2002,52.332,40.433,88.951,114.279,159.56799999999998,184.936,5.069,FALSE,FALSE,FALSE,32,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
29,FALSE,62,LEVESQUE Dylan,SCOTT DOWNHILL FACTORY,10008831731,FRA,1996,56.73,39.928,90.18,115.63300000000001,160.141,185.388,5.521,FALSE,FALSE,FALSE,31,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
30,FALSE,32,KUHN Bodhi,TREK FACTORY RACING GRAVITY,10080855241,CAN,2005,54.788,40.066,90.142,115.36699999999999,160.618,185.526,5.659,FALSE,FALSE,FALSE,30,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
31,FALSE,71,PALAZZARI Davide,THE GRAVITY CARTEL - ROGUE RACING,10010022205,ITA,1995,54.684,40.842,91.524,116.157,161.574,185.846,5.979,FALSE,FALSE,FALSE,29,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
32,FALSE,127,CRUZ Tegan,KENDA NS BIKES UR TEAM,10051476062,CAN,2005,55.886,40.811,90.72200000000001,115.955,161.074,186.086,6.219,FALSE,FALSE,FALSE,28,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
33,FALSE,74,WALLACE Mark,WE ARE ONE MOMENTUM PROJECT,10008172636,CAN,1995,55.67,40.618,91.381,116.663,161.659,186.214,6.347,FALSE,FALSE,FALSE,27,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
34,FALSE,163,BARANEK Rastislav,NA,10008169806,SVK,1995,54.305,40.351,89.989,115.589,160.852,186.261,6.394,FALSE,FALSE,FALSE,26,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
35,FALSE,101,ROGGE Antoine,LAPIERRE ZIPP COLLECTIVE,10078163590,FRA,2002,54.753,39.952,89.719,115.113,161.597,186.306,6.439,FALSE,FALSE,FALSE,25,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
36,FALSE,56,LALY Thibault,GOODMAN SANTACRUZ,10009533464,FRA,1997,54.408,40.076,89.292,114.801,160.989,186.43,6.563,FALSE,FALSE,FALSE,24,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
37,FALSE,93,INTROZZI Stefano,NA,10032121027,ITA,2000,56.177,40.463,90.887,115.843,161.52,186.494,6.627,FALSE,FALSE,FALSE,23,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
38,TRUE,1,BRUNI Loic,SPECIALIZED GRAVITY,10007544358,FRA,1994,57.409,44.015,93.136,117.654,161.972,186.806,6.939,FALSE,FALSE,FALSE,22,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
39,FALSE,146,CAPPELLO Davide,THE GRAVITY CARTEL - ROGUE RACING,10032715353,ITA,2004,54.649,40.42,89.338,114.08500000000001,160.459,186.874,7.007,FALSE,FALSE,FALSE,21,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
40,FALSE,96,GARCIN Johan,NA,10056657377,FRA,2002,57.105,40.486,91.108,116.286,161.945,186.917,7.05,FALSE,FALSE,FALSE,20,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
41,TRUE,8,BROSNAN Troy,CANYON CLLCTV FACTORY TEAM,10007307417,AUS,1993,57.754,45.04,93.951,118.206,161.68,186.942,7.075,FALSE,FALSE,FALSE,19,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
42,FALSE,87,SILVA Dante,CANYON CLLCTV PIRELLI,10071893653,USA,2002,53.798,40.352,90.16499999999999,115.176,161.137,187.029,7.162,FALSE,FALSE,FALSE,18,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
43,FALSE,59,DICKSON Jacob,MS INTENSE RACING,10009453642,IRL,1997,54.58,40.545,90.765,116.098,161.799,187.043,7.176,FALSE,FALSE,FALSE,17,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
44,FALSE,57,BLENKINSOP Samuel,ZERODE RACING,10004485929,NZL,1988,54.068,41.088,91.792,117.38,162.11,187.071,7.204,FALSE,FALSE,FALSE,16,Bielsko-Biala,World Cup,2024,Semi-Final,Men Elite,Mostly Sunny,21,2.01,40.23
